	host_response_time	cancellation_policy	host_is_superhost	host_has_profile_pic	host_identity_verified	is_location_exact	instant_bookable	require_guest_profile_picture	require_guest_phone_verification	24-Hour_Check-in	Air_Conditioning	Breakfast	Buzzer/Wireless_Intercom	Cable_TV	Carbon_Monoxide_Detector	Cat(s)	Dog(s)	Dryer	Elevator_in_Building	Essentials	Family/Kid_Friendly	Fire_Extinguisher	First_Aid_Kit	Free_Parking_on_Premises	Gym	Hair_Dryer	Hangers	Heating	Hot_Tub	Indoor_Fireplace	Internet	Iron	Kitchen	Laptop_Friendly_Workspace	Pets_Allowed	Pets_live_on_this_property	Safety_Card	Shampoo	Smoke_Detector	Suitable_for_Events	TV	Washer	Wheelchair_Accessible	Wireless_Internet	property_type_Apartment	property_type_House	room_type_Entire_home/apt	room_type_Private_room	bed_type_Real_Bed
1925	2	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1
1926	1	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1
1927	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1
1928	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1
1929	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1
1930	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1
1931	2	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1
1932	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1
1933	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1
1934	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1
1935	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1
1936	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1
1937	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1
1938	0	2	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1
1939	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1
1940	1	2	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
1941	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1
1942	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1
1943	2	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1
1944	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1
1945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1
1946	2	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1
1947	2	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1
1948	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1
1949	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1
1950	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1
1951	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1
1953	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	1
1955	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1
1956	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1
1959	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1
1960	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1
1962	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1
1963	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0	1
1964	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
1966	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1
1967	1	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1
1968	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1
1969	0	2	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1
1972	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1
1974	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1
1975	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
1976	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1
1977	0	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1
1978	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1
1980	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1
1981	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1
1984	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1985	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0
1986	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1
1987	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1
1988	0	2	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1
1990	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
1991	1	2	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1
1992	2	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
1994	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1996	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1
1997	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1
1999	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1
2000	1	2	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1
2001	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1
2002	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1
2003	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1
2004	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1
2005	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1
2006	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1
2007	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1
2008	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1
2009	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1
2010	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1
2011	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
2012	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1
2013	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1
2014	1	2	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1
2015	1	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1
2017	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1
2018	2	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1
2019	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	1	1
2021	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1
2022	0	2	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1
2023	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1
2024	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
2026	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	1
2027	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1
2028	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1
2029	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
2030	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1
2031	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1	1	0	1
2033	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
2034	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1
2035	0	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1
2036	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1
2039	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1
2041	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1
2042	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1
2043	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1
2044	0	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1
2045	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1
2046	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
2047	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
2050	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1
2051	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1
2053	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
2054	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
2056	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1
2057	2	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
2058	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1
2059	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1
2060	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1
2062	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
2063	1	2	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1
2064	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1
2065	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1
2066	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1
2067	0	2	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1
2068	0	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1
2069	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1
2070	0	2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0
2071	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1
2072	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1
2073	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1
2075	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1
2076	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1
2077	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1
2078	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1
2079	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1
2080	2	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1
2081	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1
2083	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1
2084	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1
2085	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1
2086	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1
2087	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1
2088	2	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1
